num_http,num_get,num_post,num_request_to_malware,other_format_inbetween,fake_format,exe_referer,exe_post,url_entropy,path_num,path_length,path_entropy,param_num,param_length,param_entropy,exe_entropy,exe_functions,exe_virustotal,dns_entropy,dns_availability,dns_email_entropy,dns_alexa,dns_blacklist,dns_tld,results
27,21,4,27,0,0,1,0,0.574485976586,6,10.1666666667,0.192377479094,0,0.0,0.0,7.53387463331,7,0,0.446010544843,1,0,1,0,1,1
160,158,2,160,0,0,1,0,0.614035622902,7,4.57142857143,0.168867228903,2,10.4285714286,0.146144463946,7.99944080769,5,1,0.441896795832,0,0.487198366009,1,0,1,1
158,156,2,158,0,0,1,0,0.601341104171,7,5.71428571429,0.192769439183,2,11.5714285714,0.146191263849,7.93426694423,6,0,0.441896795832,0,0.487198366009,1,0,1,1
166,164,2,166,0,0,1,0,0.624013733101,7,7.14285714286,0.197830468181,2,13.0,0.151730892037,6.91733061064,9,0,0.441896795832,0,0.487198366009,1,0,1,1
270,251,19,270,0,0,1,0,0.471799682348,2,15.0,0.402990365434,0,0.0,0.0,7.99964677749,5,4,0.441896795832,0,0.587933131269,1,0,1,1
1,1,0,1,0,0,0,0,0.483007738276,7,12.2857142857,0.297422450152,0,0.0,0.0,7.94288540172,3,0,0.431852795396,0,0.424093409995,1,0,1,1
93,87,6,93,0,0,1,0,0.611888313826,4,13.75,0.2902032073,0,0.0,0.0,7.9971029254,8,0,0.431852795396,0,0.55871778335,1,0,1,1
117,116,1,117,0,0,1,0,0.617724940044,4,13.75,0.288393450869,0,0.0,0.0,7.97753603714,2,1,0.431852795396,0,0.55871778335,1,0,1,1
178,174,4,178,0,0,1,0,0.594866694925,7,5.71428571429,0.191216644152,2,11.5714285714,0.140490977083,7.99686426578,6,0,0.441896795832,0,0.487198366009,1,0,1,1
170,165,5,170,0,0,1,0,0.626467167965,7,4.28571428571,0.188332025604,2,10.1428571429,0.144856380213,5.28283461964,4,0,0.441896795832,0,0.487198366009,1,0,1,1
130,116,14,130,0,0,1,0,0.739676897552,1,493.0,0.738542948666,0,0.0,0.0,7.9620070835,7,5,0.463620738761,0,0.431852795396,1,0,1,1
252,244,6,252,1,0,1,0,0.600555801102,7,6.85714285714,0.19646907156,2,12.7142857143,0.146365453489,7.9994476331,6,1,0.441896795832,0,0.487198366009,1,0,1,1
168,166,2,168,0,0,1,0,0.617560740356,7,4.42857142857,0.169066427018,2,10.2857142857,0.141581796706,7.99832578431,7,0,0.467619158927,0,0.487198366009,1,0,1,1
169,167,2,169,0,0,1,0,0.620798014188,7,5.0,0.187945446667,2,10.8571428571,0.144286801625,7.99808017304,6,1,0.441896795832,0,0.487198366009,1,0,1,1
26,21,3,26,0,0,1,0,0.547901091984,6,9.83333333333,0.192009186437,0,0.0,0.0,7.99585669131,5,0,0.446010544843,1,0,1,0,1,1
400,366,33,400,0,0,1,0,0.615564875849,4,13.75,0.289654597144,0,0.0,0.0,7.99977949132,1,0,0.431852795396,0,0.55871778335,1,0,1,1
