"Num_of_http_request","Num of get request","Num of post request","Num requests between first html response and malware response","if_there_other_format_between_exe_html","if exist fake_format(Pretending action)","if exist refer_header_for_malware_request","entropy_of_downloadmalware_url","request_parameters","request_parameters_length","Get or Post request","Have_exe_file","entropy_of_exe_file","suspicious functions","vt positive results","availability","DN entropy","result"
"352","176","0","0","1","0","0","0","0","0","0","0","-1","-1","-1","-1","-1","0"
"528","264","0","0","1","0","0","0","0","0","0","0","-1","-1","-1","-1","-1","0"
"8","4","0","0","1","1","0","0","0","0","0","1","-1","-1","0","-1","-1","0"
"24","12","0","0","1","1","0","0","0","0","0","1","-1","-1","0","-1","-1","0"
"24","12","0","0","1","1","0","0","0","0","0","1","-1","-1","0","-1","-1","0"
"32","16","0","0","1","1","0","0.508591047","1","8","0","1","5.778557196","0","52","0","0.476260136","0"
"24","4","8","0","0","0","0","0","0","0","0","0","-1","-1","-1","-1","-1","0"
"16","4","4","0","1","0","0","0","0","0","0","0","-1","-1","-1","-1","-1","0"
"128","60","4","53","1","0","0","0.407187551","1","9","0","1","7.556343331","1","51","0","0.379893585","0"
"0","0","0","0","1","0","0","0","0","0","0","0","-1","-1","-1","-1","-1","0"
"0","0","0","0","1","0","0","0","0","0","0","0","-1","-1","-1","-1","-1","0"
"8","4","0","0","1","0","0","0","0","0","0","0","-1","-1","-1","-1","-1","0"
"16","8","0","0","1","0","0","0","0","0","0","0","-1","-1","-1","-1","-1","0"
"24","12","0","0","1","0","0","0","0","0","0","0","-1","-1","-1","-1","-1","0"
"32","16","0","0","1","0","0","0","0","0","0","0","-1","-1","-1","-1","-1","0"
"40","20","0","0","1","0","0","0","0","0","0","0","-1","-1","-1","-1","-1","0"
"48","24","0","0","1","0","0","0","0","0","0","0","-1","-1","-1","-1","-1","0"
"56","28","0","0","1","0","0","0","0","0","0","0","-1","-1","-1","-1","-1","0"
"56","28","0","0","1","0","0","0","0","0","0","0","-1","-1","-1","-1","-1","0"
"64","32","0","0","1","0","0","0","0","0","0","0","-1","-1","-1","-1","-1","0"
"72","36","0","0","1","0","0","0","0","0","0","0","-1","-1","-1","-1","-1","0"
"80","40","0","0","1","0","0","0","0","0","0","0","-1","-1","-1","-1","-1","0"
"88","44","0","0","1","0","0","0","0","0","0","0","-1","-1","-1","-1","-1","0"
"96","48","0","0","1","0","0","0","0","0","0","0","-1","-1","-1","-1","-1","0"
"104","52","0","0","1","0","0","0.571643851","1","71","0","1","6.268149178","5","51","1","0.320681034","0"
"104","52","0","0","1","0","0","0.571643851","1","71","0","1","6.268149178","5","51","1","0.320681034","0"
"112","56","0","0","1","0","0","0.571643851","1","71","0","1","6.310718411","10","51","1","0.320681034","0"
"112","56","0","0","1","0","0","0.571643851","1","71","0","1","6.310718411","10","51","1","0.320681034","0"
"120","60","0","0","1","0","0","0.571643851","1","71","0","1","-1","-1","52","1","0.320681034","0"
"152","72","4","0","1","0","0","0.571643851","1","71","0","1","-1","-1","52","1","0.320681034","0"
"160","76","4","0","1","0","0","0.571643851","1","71","0","1","-1","-1","50","1","0.320681034","0"
"168","80","4","0","1","0","0","0.571643851","1","71","0","1","6.114033357","4","56","1","0.320681034","0"
"176","84","4","0","1","0","0","0.571643851","1","71","0","1","6.333908781","2","54","1","0.320681034","0"
"72","32","4","0","1","0","0","0","0","0","0","0","-1","-1","-1","-1","-1","0"
"96","20","28","0","1","0","0","0.478156451","1","12","0","1","6.224712985","4","52","0","0.337439232","0"
"192","40","56","0","1","0","0","0.478156451","1","12","0","1","6.224712985","4","52","0","0.337439232","0"
"64","32","0","0","0","0","0","0","0","0","0","0","-1","-1","-1","-1","-1","0"
"80","40","0","0","0","0","0","0","0","0","0","0","-1","-1","-1","-1","-1","0"
"72","36","0","0","1","0","0","0","0","0","0","0","-1","-1","-1","-1","-1","0"
"128","52","12","37","1","0","0","0.621726936","1","65","0","1","7.180905027","2","54","0","0.378373342","0"
"272","124","12","37","1","0","0","0.621726936","1","65","0","1","7.180905027","2","54","0","0.378373342","0"
"632","284","16","37","1","0","0","0.621726936","1","65","0","1","7.180905027","2","54","0","0.378373342","0"
"960","464","16","0","1","1","0","0","0","0","0","1","6.861545153","3","51","-1","-1","0"
"1096","472","76","55","1","1","0","0.578122151","1","62","0","1","7.878166991","5","46","0","0.460522969","0"
"1104","476","76","55","1","1","0","0.578122151","1","62","0","1","6.861545153","3","51","0","0.460522969","0"
"80","40","0","0","1","1","0","0","0","0","0","1","6.385906873","3","51","-1","-1","0"
"576","244","44","0","1","1","0","0","0","0","0","1","-1","-1","50","-1","-1","0"
"600","256","44","0","1","1","0","0","0","0","0","1","-1","-1","50","-1","-1","0"
"632","272","44","0","1","1","0","0","0","0","0","1","-1","-1","50","-1","-1","0"
"656","284","44","0","1","1","0","0","0","0","0","1","-1","-1","50","-1","-1","0"
"96","32","16","31","1","1","0","0.623882566","1","59","0","1","6.713025117","2","52","0","0.440205084","0"
"208","88","16","35","1","1","0","0.6639929","1","64","0","1","7.722926807","5","50","0","0.512054922","0"
"0","0","0","0","1","1","0","0","0","0","0","1","-1","-1","43","-1","-1","0"
"88","20","24","35","1","1","0","0.579625693","3","45","0","1","7.655751427","0","54","0","0.469305234","0"
"32","12","4","0","1","1","0","0","0","0","0","1","6.385926377","3","50","-1","-1","0"
"152","68","8","57","1","1","0","0.626799142","1","61","0","1","7.615643086","4","52","0","0.398737269","0"
"0","0","0","0","1","0","0","0","0","0","0","0","-1","-1","-1","-1","-1","0"
"16","8","0","0","1","0","0","0.518549301","1","16","0","1","6.569523476","4","53","0","0.355296378","0"
"8","4","0","0","0","0","0","0","0","0","0","0","-1","-1","-1","-1","-1","0"
"80","40","0","0","0","0","0","0","0","0","0","0","-1","-1","-1","-1","-1","0"
"168","80","4","71","1","0","0","0.638399576","1","88","0","1","-1","-1","50","1","0.392446539","0"
"208","104","0","0","1","0","0","0","0","0","0","0","-1","-1","-1","-1","-1","0"
"64","32","0","19","1","0","0","0.710445091","4","127","0","1","7.643186457","0","55","0","0.446221731","0"
"968","104","380","19","1","0","0","0.710445091","4","127","0","1","7.643186457","0","55","0","0.446221731","0"
"1024","132","380","17","1","0","0","0.705119876","4","129","0","1","7.643186457","0","55","1","0.456480144","0"
"24","12","0","0","1","1","0","0","0","0","0","1","5.19260635","1","55","-1","-1","0"
"32","16","0","0","1","1","0","0.497291682","1","16","0","1","6.047839935","5","56","0","0.306163976","0"
"80","40","0","21","1","1","0","0.599752164","7","68","0","1","-1","-1","51","0","0.479573965","0"
"96","20","28","0","0","0","0","0","0","0","0","0","-1","-1","-1","-1","-1","0"
"1720","804","56","0","0","0","0","0","0","0","0","0","-1","-1","-1","-1","-1","0"
"64","32","0","27","1","0","0","0.661270952","1","68","0","1","7.830972152","5","50","0","0.534210552","0"
"168","84","0","45","1","0","0","0.662474009","1","65","0","1","7.830972152","5","50","0","0.550720579","0"
"232","116","0","25","1","0","0","0.681372996","1","69","0","1","7.82897981","5","50","0","0.528968278","0"
"168","84","0","45","1","0","0","0.454724951","1","32","0","1","5.729022289","1","54","0","0.319582092","0"
"376","188","0","0","1","1","0","0","0","0","0","1","7.733828502","5","47","-1","-1","0"
"32","16","0","0","1","1","0","0.505845345","1","24","0","1","6.613594266","4","54","0","0.42409341","0"
"176","52","36","0","1","0","0","0","0","0","0","0","-1","-1","-1","-1","-1","0"
"216","72","36","17","1","0","0","0.58797579","7","70","0","1","-1","-1","49","0","0.491283805","0"
"3480","1712","4","0","0","0","0","0","0","0","0","0","-1","-1","-1","-1","-1","0"
"48","24","0","17","1","0","0","0.472493971","1","32","0","1","6.383538006","4","51","1","0.26674219","0"
"728","320","0","0","1","0","0","0","0","0","0","0","-1","-1","-1","-1","-1","0"
"1104","520","28","0","0","0","0","0","0","0","0","0","-1","-1","-1","-1","-1","0"
"0","0","0","0","1","0","0","0","0","0","0","0","-1","-1","-1","-1","-1","0"
"0","0","0","0","0","0","0","0","0","0","0","0","-1","-1","-1","-1","-1","0"
"64","32","0","0","0","0","0","0","0","0","0","0","-1","-1","-1","-1","-1","0"
"352","156","20","0","1","0","0","0","0","0","0","0","-1","-1","-1","-1","-1","0"
"80","40","0","0","1","1","0","0","0","0","0","1","4.193277524","3","22","-1","-1","0"
"1104","552","0","0","1","1","0","0","0","0","0","1","-1","-1","52","-1","-1","0"
"1136","568","0","0","1","1","0","0.455296414","1","12","0","1","6.969402147","5","54","0","0.319582086","0"
"24","12","0","0","1","1","0","0","0","0","0","1","-1","-1","48","-1","-1","0"
"48","24","0","0","1","1","0","0","0","0","0","1","-1","-1","49","-1","-1","0"
"48","24","0","0","1","1","0","0","0","0","0","1","-1","-1","49","-1","-1","0"
"144","60","12","0","1","0","0","0","0","0","0","0","-1","-1","-1","-1","-1","0"
"992","464","32","0","1","1","0","0","0","0","0","1","7.545357593","0","44","-1","-1","0"
"1328","604","60","91","1","1","0","0.450867095","1","8","0","1","6.840381268","5","57","0","0.440205084","0"
"128","64","0","0","1","0","0","0","0","0","0","0","-1","-1","-1","-1","-1","0"
"176","88","0","0","1","0","0","0","0","0","0","0","-1","-1","-1","-1","-1","0"
"0","0","0","0","1","0","0","0","0","0","0","0","-1","-1","-1","-1","-1","0"
"440","188","28","0","1","1","0","0","0","0","0","1","7.540790388","0","48","-1","-1","0"
"160","48","32","0","1","1","0","0","0","0","0","1","7.265511703","1","51","-1","-1","0"
"320","96","64","0","1","1","0","0","0","0","0","1","7.265511703","1","51","-1","-1","0"
"456","152","76","0","1","1","0","0","0","0","0","1","7.265511703","1","51","-1","-1","0"
"640","244","76","75","1","1","0","0.682168558","1","139","0","1","7.736431332","5","49","0","0.544885195","0"
"40","20","0","0","1","0","0","0","0","0","0","0","-1","-1","-1","-1","-1","0"
"168","84","0","39","1","0","0","0.649407275","1","95","0","1","6.960269137","1","57","0","0.500610781","0"
"0","0","0","0","1","1","0","0","0","0","0","1","4.41050622","0","47","-1","-1","0"
"40","20","0","17","1","1","0","0.607870131","5","57","0","1","6.404229719","2","54","0","0.565498248","0"
"40","20","0","17","1","1","0","0.607870131","5","57","0","1","4.41050622","0","54","0","0.565498248","0"
"80","40","0","17","1","1","0","0.580894902","1","80","0","1","7.133485543","0","52","0","0.527441031","0"
"40","20","0","17","1","0","0","0.635519155","1","72","0","1","7.930834194","1","55","0","0.385631872","0"
"0","0","0","0","1","1","0","0","0","0","0","1","5.692571875","1","54","-1","-1","0"
"64","32","0","25","1","0","0","0.596694977","8","96","0","1","6.593018938","7","47","0","0.5296614","0"
"960","448","32","0","1","1","0","0","0","0","0","1","-1","-1","47","-1","-1","0"
"104","52","0","0","1","0","0","0","0","0","0","0","-1","-1","-1","-1","-1","0"
"48","24","0","17","1","0","0","0.639304663","1","84","0","1","5.583867498","3","54","0","0.415241016","0"
"136","68","0","41","1","0","0","0.641050903","1","81","0","1","5.583867498","3","54","0","0.368462853","0"
"200","100","0","23","1","0","0","0.64159647","1","84","0","1","5.583867498","3","54","0","0.368462853","0"
"304","152","0","45","1","0","0","0.633727348","1","85","0","1","5.854707373","0","58","0","0.415241016","0"
"456","228","0","61","1","0","0","0.639467694","1","83","0","1","5.547787338","5","54","0","0.415241016","0"
"568","284","0","47","1","0","0","0.638859104","1","85","0","1","5.547787338","5","54","0","0.415241016","0"
"608","304","0","15","1","0","0","0.644061665","1","81","0","1","7.360348044","5","52","0","0.390241016","0"
"696","348","0","37","1","0","0","0.616993522","1","84","0","1","7.317850233","5","51","0","0.390241016","0"
"736","368","0","15","1","0","0","0.643557183","1","84","0","1","7.317850233","5","51","0","0.364247133","0"
"848","424","0","49","1","0","0","0.628149938","1","84","0","1","7.317850233","5","51","0","0.364247133","0"
"40","20","0","15","1","1","0","0.735203316","2","226","0","1","6.047058091","0","50","1","0.417146913","0"
"72","36","0","33","1","0","0","0.698613225","7","162","0","1","6.74011671","0","56","0","0.448120316","0"
"488","204","40","121","1","0","0","0.690247327","5","136","0","1","7.602059902","5","53","0","0.42409341","0"
"528","224","40","17","1","0","0","0.698499379","9","172","0","1","7.602059902","5","53","0","0.42409341","0"
"656","288","40","17","1","0","0","0.698499379","9","172","0","1","7.602059902","5","53","0","0.42409341","0"
"696","308","40","17","1","0","0","0.689387411","8","154","0","1","7.602059902","5","53","0","0.42409341","0"
"768","344","40","29","1","0","0","0.704798651","6","151","0","1","7.602059902","5","53","0","0.42409341","0"
"776","348","40","29","1","0","0","0.704798651","6","151","0","1","7.602059902","5","53","0","0.42409341","0"
"104","52","0","0","0","0","0","0","0","0","0","0","-1","-1","-1","-1","-1","0"
"120","60","0","0","0","0","0","0","0","0","0","0","-1","-1","-1","-1","-1","0"
"136","68","0","0","0","0","0","0","0","0","0","0","-1","-1","-1","-1","-1","0"
"224","112","0","0","0","0","0","0","0","0","0","0","-1","-1","-1","-1","-1","0"
"296","148","0","0","0","0","0","0","0","0","0","0","-1","-1","-1","-1","-1","0"
"352","176","0","0","0","0","0","0","0","0","0","0","-1","-1","-1","-1","-1","0"
"384","192","0","0","0","0","0","0","0","0","0","0","-1","-1","-1","-1","-1","0"
"504","252","0","0","0","0","0","0","0","0","0","0","-1","-1","-1","-1","-1","0"
"520","260","0","0","0","0","0","0","0","0","0","0","-1","-1","-1","-1","-1","0"
"544","272","0","0","0","0","0","0","0","0","0","0","-1","-1","-1","-1","-1","0"
"608","304","0","0","0","0","0","0","0","0","0","0","-1","-1","-1","-1","-1","0"
"72","28","8","35","1","0","0","0.701875125","6","160","0","1","6.159867179","3","56","0","0.526407574","0"
"0","0","0","0","1","0","0","0","0","0","0","0","-1","-1","-1","-1","-1","0"
"0","0","0","0","1","0","0","0","0","0","0","0","-1","-1","-1","-1","-1","0"
"0","0","0","0","1","0","0","0","0","0","0","0","-1","-1","-1","-1","-1","0"
"360","148","32","0","1","1","0","0","0","0","0","1","7.50387859","1","41","-1","-1","0"
"488","216","28","0","1","1","0","0","0","0","0","1","-1","-1","42","-1","-1","0"
"568","248","36","39","1","1","0","0.576722255","1","81","0","1","6.470259844","9","53","0","0.525352441","0"
"688","284","60","53","1","1","0","0.577251456","1","14","0","1","6.470259844","9","53","0","0.526407577","0"
"696","288","60","53","1","1","0","0.577251456","1","14","0","1","-1","-1","45","0","0.526407577","0"
"704","292","60","53","1","1","0","0.577251456","1","14","0","1","-1","-1","45","0","0.526407577","0"
"536","92","176","265","1","1","0","0.689583509","5","160","0","1","7.642626836","1","51","0","0.380203207","0"
"816","184","224","265","1","1","0","0.689583509","5","160","0","1","7.850168406","0","47","0","0.380203207","0"
"208","64","40","0","1","1","0","0","0","0","0","1","6.40805007","2","38","-1","-1","0"
"536","188","80","0","1","1","0","0","0","0","0","1","6.40805007","2","41","-1","-1","0"
"912","336","120","0","1","1","0","0","0","0","0","1","6.40805007","2","41","-1","-1","0"
"1480","548","192","167","1","1","0","0.689334747","8","163","0","1","7.584354672","5","50","0","0.440205084","0"
"216","80","28","67","1","0","0","0.686785815","9","177","0","1","-1","-1","35","0","0.448544294","0"
"224","44","68","61","1","0","0","0.686066815","8","168","0","1","-1","-1","57","0","0.415138031","0"
"200","60","40","97","1","0","0","0.553840333","1","18","0","1","5.959091105","3","55","0","0.500227855","0"
"296","140","8","0","1","0","0","0","0","0","0","0","-1","-1","-1","-1","-1","0"
"200","92","8","0","1","0","0","0","0","0","0","0","-1","-1","-1","-1","-1","0"
"1720","800","60","0","0","0","0","0","0","0","0","0","-1","-1","-1","-1","-1","0"
"0","0","0","0","1","0","0","0","0","0","0","0","-1","-1","-1","-1","-1","0"
"104","40","12","51","1","0","0","0.729092029","1","230","0","1","7.120102425","3","54","0","0.461155809","0"
"352","152","24","0","1","1","0","0","0","0","0","1","7.625399645","0","49","-1","-1","0"
"592","220","76","0","1","1","0","0","0","0","0","1","7.625399645","0","49","-1","-1","0"
"920","340","120","0","1","1","0","0","0","0","0","1","7.625399645","0","49","-1","-1","0"
"1576","780","8","0","1","0","0","0","0","0","0","0","-1","-1","-1","-1","-1","0"
"408","168","36","0","1","1","0","0","0","0","0","1","-1","-1","47","-1","-1","0"
"736","296","72","0","1","1","0","0","0","0","0","1","-1","-1","50","-1","-1","0"
"872","340","96","65","1","1","0","0.674436878","6","161","0","1","6.489097337","7","53","0","0.460522969","0"
"168","76","8","0","1","0","0","0","0","0","0","0","-1","-1","-1","-1","-1","0"
"304","136","16","0","1","0","0","0","0","0","0","0","-1","-1","-1","-1","-1","0"
"480","196","44","0","1","0","0","0","0","0","0","0","-1","-1","-1","-1","-1","0"
"560","220","60","203","1","0","0","0.687034034","6","155","0","1","7.622277652","1","55","0","0.452109322","0"
"336","144","24","87","1","0","0","0.674052543","7","155","0","1","7.759205791","5","51","0","0.453125","0"
"296","104","44","0","1","0","0","0","0","0","0","0","-1","-1","-1","-1","-1","0"
"520","168","92","109","1","0","0","0.734865567","2","233","0","1","6.099513679","0","55","0","0.425908531","0"
"112","56","0","47","1","0","0","0.735661658","1","230","0","1","6.275894567","0","55","0","0.393304922","0"
"312","96","60","139","1","1","0","0.736072924","1","230","0","1","6.099513679","0","55","1","0.467575197","0"
"472","124","112","61","1","1","0","0.73561236","1","230","0","1","6.099513679","0","55","1","0.467575197","0"
"768","216","168","61","1","1","0","0.73561236","1","230","0","1","5.358940776","2","43","1","0.467575197","0"
"1128","344","220","61","1","1","0","0.73561236","1","230","0","1","5.358940776","2","43","1","0.467575197","0"
"1288","424","220","61","1","1","0","0.73561236","1","230","0","1","5.358940776","2","43","1","0.467575197","0"
"1440","448","272","67","1","1","0","0.733086923","1","230","0","1","6.151920202","0","56","0","0.482933157","0"
"1952","660","316","197","1","1","0","0.730481682","1","230","0","1","6.068429784","0","57","0","0.442288825","0"
"2200","732","368","119","1","1","0","0.729297901","1","230","0","1","6.068429784","0","57","0","0.444814834","0"
"2656","824","504","225","1","1","0","0.697039929","6","163","0","1","7.709263667","5","52","0","0.493462853","0"
"456","180","48","0","1","0","0","0","0","0","0","0","-1","-1","-1","-1","-1","0"
"536","200","68","37","1","0","0","0.691010882","7","163","0","1","7.740670651","5","50","0","0.498022969","0"
"616","228","80","307","1","1","0","0.701467389","9","185","0","1","7.664957196","5","53","0","0.520482033","0"
"88","40","4","41","1","0","0","0.708042227","8","177","0","1","6.725652581","0","52","0","0.517105276","0"
"96","24","24","0","1","1","0","0","0","0","0","1","-1","-1","47","-1","-1","0"
"856","264","164","353","1","1","0","0.702124833","5","151","0","1","7.66514207","5","54","0","0.50699477","0"
"5784","2836","56","0","0","0","0","0","0","0","0","0","-1","-1","-1","-1","-1","0"
"152","40","36","0","1","0","0","0","0","0","0","0","-1","-1","-1","-1","-1","0"
"424","112","100","129","1","0","0","0.583427448","1","71","0","1","6.38861944","4","23","0","0.460522969","0"
"456","116","112","129","1","0","0","0.526178424","1","42","0","1","7.542314748","3","52","0","0.415607877","0"
"72","28","8","0","1","0","0","0","0","0","0","0","-1","-1","-1","-1","-1","0"
"88","24","20","0","1","0","0","0","0","0","0","0","-1","-1","-1","-1","-1","0"
"544","240","32","0","1","0","0","0","0","0","0","0","-1","-1","-1","-1","-1","0"
"512","236","20","0","1","0","0","0","0","0","0","0","-1","-1","-1","-1","-1","0"
"104","16","36","0","1","0","0","0","0","0","0","0","-1","-1","-1","-1","-1","0"
"288","24","120","79","1","0","0","0.550837488","5","65","0","1","7.377453426","4","50","0","0.484958008","0"
"112","20","36","0","1","0","0","0","0","0","0","0","-1","-1","-1","-1","-1","0"
"128","32","32","0","1","0","0","0","0","0","0","0","-1","-1","-1","-1","-1","0"
"32","16","0","0","1","0","0","0.441896831","1","1","0","1","6.767971133","6","55","1","0.427741016","0"
"88","36","8","31","1","0","0","0.72838717","1","230","0","1","6.966984441","1","50","1","0.485255639","0"
"120","24","36","0","1","0","0","0","0","0","0","0","-1","-1","-1","-1","-1","0"
"240","48","72","0","1","0","0","0","0","0","0","0","-1","-1","-1","-1","-1","0"
"424","76","136","0","1","0","0","0","0","0","0","0","-1","-1","-1","-1","-1","0"
"88","36","8","0","1","0","0","0","0","0","0","0","-1","-1","-1","-1","-1","0"
"136","32","36","0","1","1","0","0","0","0","0","1","7.061585388","2","47","-1","-1","0"
"48","24","0","21","1","0","0","0.732051814","2","233","0","1","6.466854231","1","52","0","0.444525165","0"
"104","52","0","23","1","0","0","0.735348613","2","233","0","1","6.466854231","1","52","0","0.4375","0"
"152","76","0","21","1","0","0","0.73149809","2","233","0","1","6.466854231","1","52","0","0.4375","0"
"288","144","0","61","1","0","0","0.732251745","2","233","0","1","6.466854231","1","52","1","0.452109322","0"
"56","28","0","17","1","0","0","0.729645642","1","230","0","1","6.549969301","1","48","1","0.455804922","0"
"104","52","0","17","1","0","0","0.740641173","2","239","0","1","6.549969301","1","55","0","0.47543861","0"
"152","76","0","21","1","0","0","0.733571284","2","233","0","1","6.562056984","1","53","0","0.491153661","0"
"200","100","0","23","1","0","0","0.728939902","2","238","0","1","6.562056984","1","53","0","0.465706354","0"
"248","124","0","21","1","0","0","0.732414911","1","230","0","1","6.562056984","1","53","0","0.439503458","0"
"296","148","0","23","1","0","0","0.73628943","2","237","0","1","6.562056984","1","53","0","0.439503458","0"
"344","172","0","21","1","0","0","0.736058081","2","233","0","1","6.562056984","1","53","0","0.461212977","0"
"392","196","0","23","1","0","0","0.732558807","2","238","0","1","6.562056984","1","53","0","0.437403449","0"
"128","8","56","0","1","0","0","0","0","0","0","0","-1","-1","-1","-1","-1","0"
"144","8","64","0","1","0","0","0","0","0","0","0","-1","-1","-1","-1","-1","0"
"232","28","88","43","1","0","0","0.52966067","1","25","0","1","7.349009429","5","55","0","0.425727772","0"
"2304","1116","24","0","0","0","0","0","0","0","0","0","-1","-1","-1","-1","-1","0"
"88","36","8","31","1","0","0","0.735785183","2","240","0","1","7.211719096","0","48","1","0.438361332","0"
"104","24","28","0","1","0","0","0","0","0","0","0","-1","-1","-1","-1","-1","0"
"344","32","140","0","1","0","0","0","0","0","0","0","-1","-1","-1","-1","-1","0"
"80","20","20","0","1","0","0","0","0","0","0","0","-1","-1","-1","-1","-1","0"
"528","228","36","0","1","1","0","0","0","0","0","1","7.556494329","1","49","-1","-1","0"
"568","248","36","17","1","1","0","0.731289707","1","230","0","1","6.314574355","0","50","0","0.490403936","0"
"168","32","52","0","1","1","0","0","0","0","0","1","7.444112926","0","47","-1","-1","0"
"120","36","24","39","1","0","0","0.492340237","1","8","0","1","6.868699722","0","55","0","0.447227441","0"
"528","204","60","0","1","1","0","0","0","0","0","1","7.736746739","0","45","-1","-1","0"
"120","20","40","0","1","0","0","0","0","0","0","0","-1","-1","-1","-1","-1","0"
"104","44","8","47","1","0","0","0.730608243","1","230","0","1","-1","-1","49","0","0.42076141","0"
"64","24","8","0","1","0","0","0","0","0","0","0","-1","-1","-1","-1","-1","0"
"8","4","0","0","1","0","0","0.489175079","1","18","0","1","6.218425695","1","56","0","0.306163976","0"
"640","296","24","311","1","0","0","0.588923663","3","67","0","1","6.826026358","0","51","0","0.473022969","0"
"936","432","36","125","1","0","0","0.588937077","2","48","0","1","7.03850105","7","54","0","0.487198366","0"
"1008","468","36","125","1","0","0","0.588937077","2","48","0","1","7.03850105","7","54","0","0.487198366","0"
"1372","632","52","157","1","0","0","0.557636407","1","23","0","1","7.100833923","5","53","1","0.432665023","0"
"160","24","56","0","1","0","0","0","0","0","0","0","-1","-1","-1","-1","-1","0"
"2016","988","20","0","1","0","0","0","0","0","0","0","-1","-1","-1","-1","-1","0"
"40","20","0","0","1","0","0","0","0","0","0","0","-1","-1","-1","-1","-1","0"
"88","44","0","21","1","0","0","0.738241479","2","237","0","1","7.608331117","1","50","0","0.440205084","0"
"72","20","16","0","1","0","0","0","0","0","0","0","-1","-1","-1","-1","-1","0"
"16","8","0","0","1","0","0","0","0","0","0","0","-1","-1","-1","-1","-1","0"
"72","36","0","0","1","0","0","0","0","0","0","0","-1","-1","-1","-1","-1","0"
"88","28","16","0","1","0","0","0","0","0","0","0","-1","-1","-1","-1","-1","0"
"304","132","20","0","1","0","0","0","0","0","0","0","-1","-1","-1","-1","-1","0"
"384","156","36","0","1","0","0","0","0","0","0","0","-1","-1","-1","-1","-1","0"
"384","156","36","0","1","0","0","0","0","0","0","0","-1","-1","-1","-1","-1","0"
"440","184","36","25","1","0","0","0.548244589","1","18","0","1","6.821843617","3","48","0","0.435522969","0"
"488","188","56","25","1","0","0","0.548244589","1","18","0","1","6.821843617","3","48","0","0.435522969","0"
"0","0","0","0","1","0","0","0","0","0","0","0","-1","-1","-1","-1","-1","0"
"0","0","0","0","1","0","0","0","0","0","0","0","-1","-1","-1","-1","-1","0"
"48","16","8","0","1","0","0","0","0","0","0","0","-1","-1","-1","-1","-1","0"
"136","48","20","27","1","0","0","0.561342596","1","30","0","1","7.424119131","4","50","0","0.384727441","0"
"208","72","32","27","1","0","0","0.561342596","1","30","0","1","7.424119131","4","50","0","0.384727441","0"
"104","40","12","0","1","0","0","0","0","0","0","0","-1","-1","-1","-1","-1","0"
"200","68","32","0","1","0","0","0","0","0","0","0","-1","-1","-1","-1","-1","0"
"280","92","48","0","1","0","0","0","0","0","0","0","-1","-1","-1","-1","-1","0"
"360","116","64","0","1","0","0","0","0","0","0","0","-1","-1","-1","-1","-1","0"
"440","140","80","0","1","0","0","0","0","0","0","0","-1","-1","-1","-1","-1","0"
"520","164","96","0","1","0","0","0","0","0","0","0","-1","-1","-1","-1","-1","0"
"600","188","112","0","1","0","0","0","0","0","0","0","-1","-1","-1","-1","-1","0"
"672","216","120","0","1","0","0","0","0","0","0","0","-1","-1","-1","-1","-1","0"
"0","0","0","0","1","0","0","0","0","0","0","0","-1","-1","-1","-1","-1","0"
"64","28","4","0","1","0","0","0","0","0","0","0","-1","-1","-1","-1","-1","0"
"128","48","16","0","1","0","0","0","0","0","0","0","-1","-1","-1","-1","-1","0"
"184","72","20","0","1","0","0","0","0","0","0","0","-1","-1","-1","-1","-1","0"
"248","100","24","0","1","0","0","0","0","0","0","0","-1","-1","-1","-1","-1","0"
"0","0","0","0","1","0","0","0","0","0","0","0","-1","-1","-1","-1","-1","0"
"88","20","24","0","1","0","0","0","0","0","0","0","-1","-1","-1","-1","-1","0"
"168","44","40","0","1","0","0","0","0","0","0","0","-1","-1","-1","-1","-1","0"
"248","68","56","0","1","0","0","0","0","0","0","0","-1","-1","-1","-1","-1","0"
"88","28","16","0","1","0","0","0","0","0","0","0","-1","-1","-1","-1","-1","0"
"208","72","32","0","1","0","0","0","0","0","0","0","-1","-1","-1","-1","-1","0"
"264","100","32","23","1","0","0","0.737174974","2","233","0","1","-1","-1","56","1","0.465685076","0"
"312","124","32","21","1","0","0","0.733910913","2","233","0","1","-1","-1","56","0","0.433919304","0"
"360","148","32","21","1","0","0","0.738146325","2","233","0","1","-1","-1","56","0","0.433919304","0"
"408","172","32","23","1","0","0","0.741369406","2","240","0","1","-1","-1","56","1","0.433919304","0"
"456","196","32","19","1","0","0","0.735696974","2","237","0","1","-1","-1","56","0","0.484142568","0"
"0","0","0","0","1","0","0","0","0","0","0","0","-1","-1","-1","-1","-1","0"
"64","20","12","0","1","0","0","0","0","0","0","0","-1","-1","-1","-1","-1","0"
"3176","1516","72","0","1","0","0","0","0","0","0","0","-1","-1","-1","-1","-1","0"
"112","40","16","0","1","0","0","0","0","0","0","0","-1","-1","-1","-1","-1","0"
"224","80","32","0","1","0","0","0","0","0","0","0","-1","-1","-1","-1","-1","0"
"288","100","44","0","1","0","0","0","0","0","0","0","-1","-1","-1","-1","-1","0"
"400","136","64","0","1","0","0","0","0","0","0","0","-1","-1","-1","-1","-1","0"
"0","0","0","0","1","0","0","0","0","0","0","0","-1","-1","-1","-1","-1","0"
"80","24","16","0","1","0","0","0","0","0","0","0","-1","-1","-1","-1","-1","0"
